init_magnet,length,Magnetization_mean,Magnetization_min,Magnetization_max,Magnetization_std,SpinGlass
0.0,2,0.0087890625,0.0078125,0.009765625,0.0009765625,-0.02734375
0.0,2,0.013671875,0.009765625,0.017578125,0.00390625,-0.021484375
0.0,2,0.001953125,0.0,0.00390625,0.001953125,-0.025390625
0.0,2,0.01953125,0.017578125,0.021484375,0.001953125,-0.068359375
0.0,2,0.00390625,0.001953125,0.005859375,0.001953125,-0.025390625
0.0,2,0.0048828125,0.00390625,0.005859375,0.0009765625,-0.025390625
0.0,2,0.0029296875,0.001953125,0.00390625,0.0009765625,0.017578125
0.0,2,0.009765625,0.0078125,0.01171875,0.001953125,-0.02734375
0.0,2,0.001953125,0.001953125,0.001953125,0.0,-0.033203125
0.0,2,0.013671875,0.01171875,0.015625,0.001953125,0.001953125
0.0,2,0.0185546875,0.017578125,0.01953125,0.0009765625,-0.017578125
0.0,1,0.001953125,0.001953125,0.001953125,0.0,-0.02734375
0.0,2,0.0107421875,0.009765625,0.01171875,0.0009765625,-0.0234375
0.0,2,0.013671875,0.01171875,0.015625,0.001953125,-0.033203125
0.0,2,0.0126953125,0.01171875,0.013671875,0.0009765625,-0.041015625
0.0,2,0.001953125,0.001953125,0.001953125,0.0,-0.017578125
0.0,2,0.0263671875,0.025390625,0.02734375,0.0009765625,0.01953125
0.0,2,0.0078125,0.0078125,0.0078125,0.0,0.025390625
0.0,2,0.0078125,0.005859375,0.009765625,0.001953125,-0.046875
0.0,2,0.0009765625,0.0,0.001953125,0.0009765625,0.02734375
0.0,2,0.00390625,0.001953125,0.005859375,0.001953125,-0.041015625
0.0,2,0.0009765625,0.0,0.001953125,0.0009765625,-0.00390625
0.0,2,0.001953125,0.0,0.00390625,0.001953125,-0.0078125
0.0,2,0.0166015625,0.015625,0.017578125,0.0009765625,-0.064453125
0.0,2,0.005859375,0.00390625,0.0078125,0.001953125,-0.017578125
0.0,2,0.0029296875,0.001953125,0.00390625,0.0009765625,-0.0078125
0.0,2,0.0068359375,0.005859375,0.0078125,0.0009765625,-0.025390625
0.0,2,0.0029296875,0.001953125,0.00390625,0.0009765625,-0.001953125
0.0,2,0.005859375,0.00390625,0.0078125,0.001953125,-0.00390625
0.0,2,0.0029296875,0.0,0.005859375,0.0029296875,-0.025390625
0.0,2,0.001953125,0.001953125,0.001953125,0.0,-0.017578125
0.0,2,0.0048828125,0.00390625,0.005859375,0.0009765625,-0.025390625
0.0,2,0.001953125,0.001953125,0.001953125,0.0,0.009765625
0.0,2,0.0048828125,0.001953125,0.0078125,0.0029296875,-0.025390625
0.0,2,0.0048828125,0.00390625,0.005859375,0.0009765625,-0.021484375
0.0,2,0.0166015625,0.01171875,0.021484375,0.0048828125,0.017578125
0.0,2,0.0029296875,0.001953125,0.00390625,0.0009765625,-0.0390625
0.0,2,0.0078125,0.005859375,0.009765625,0.001953125,-0.009765625
0.0,2,0.0087890625,0.0078125,0.009765625,0.0009765625,-0.009765625
0.0,2,0.009765625,0.009765625,0.009765625,0.0,0.001953125
0.0,2,0.0048828125,0.00390625,0.005859375,0.0009765625,-0.037109375
0.0,2,0.0078125,0.0078125,0.0078125,0.0,0.001953125
0.0,2,0.00390625,0.001953125,0.005859375,0.001953125,-0.015625
0.0,2,0.0078125,0.0078125,0.0078125,0.0,0.025390625
0.0,2,0.0146484375,0.013671875,0.015625,0.0009765625,-0.021484375
0.0,2,0.0,0.0,0.0,0.0,0.009765625
0.0,2,0.0009765625,0.0,0.001953125,0.0009765625,-0.044921875
0.0,2,0.005859375,0.00390625,0.0078125,0.001953125,-0.001953125
0.0,2,0.005859375,0.00390625,0.0078125,0.001953125,0.001953125
0.0,2,0.0146484375,0.013671875,0.015625,0.0009765625,-0.01171875
0.0,2,0.0087890625,0.00390625,0.013671875,0.0048828125,-0.0078125
0.0,2,0.001953125,0.0,0.00390625,0.001953125,-0.041015625
0.0,2,0.0029296875,0.001953125,0.00390625,0.0009765625,-0.04296875
0.0,2,0.0029296875,0.001953125,0.00390625,0.0009765625,0.0078125
0.0,2,0.0009765625,0.0,0.001953125,0.0009765625,0.0078125
0.0,2,0.005859375,0.005859375,0.005859375,0.0,-0.01171875
0.0,2,0.009765625,0.009765625,0.009765625,0.0,0.013671875
0.0,2,0.0185546875,0.017578125,0.01953125,0.0009765625,-0.01953125
0.0,2,0.00390625,0.001953125,0.005859375,0.001953125,-0.044921875
0.0,2,0.00390625,0.001953125,0.005859375,0.001953125,-0.015625
0.0,2,0.0009765625,0.0,0.001953125,0.0009765625,-0.01171875
0.0,2,0.0,0.0,0.0,0.0,-0.01171875
0.0,2,0.0146484375,0.013671875,0.015625,0.0009765625,-0.021484375
0.0,2,0.005859375,0.005859375,0.005859375,0.0,-0.03125
0.0,2,0.0107421875,0.0078125,0.013671875,0.0029296875,-0.005859375
0.0,2,0.00390625,0.001953125,0.005859375,0.001953125,-0.037109375
0.0,2,0.0,0.0,0.0,0.0,-0.037109375
0.0,2,0.0048828125,0.00390625,0.005859375,0.0009765625,-0.048828125
0.0,2,0.005859375,0.00390625,0.0078125,0.001953125,-0.048828125
0.0,2,0.0146484375,0.01171875,0.017578125,0.0029296875,-0.01171875
0.0,2,0.0107421875,0.0078125,0.013671875,0.0029296875,-0.013671875
0.0,2,0.001953125,0.0,0.00390625,0.001953125,-0.03125
0.0,2,0.0048828125,0.00390625,0.005859375,0.0009765625,-0.029296875
0.0,2,0.0068359375,0.001953125,0.01171875,0.0048828125,-0.01171875
0.0,2,0.0078125,0.005859375,0.009765625,0.001953125,-0.0390625
0.0,2,0.01171875,0.009765625,0.013671875,0.001953125,-0.048828125
0.0,1,0.00390625,0.00390625,0.00390625,0.0,-0.052734375
0.0,2,0.021484375,0.021484375,0.021484375,0.0,-0.056640625
0.0,2,0.0078125,0.005859375,0.009765625,0.001953125,-0.013671875
0.0,2,0.0107421875,0.009765625,0.01171875,0.0009765625,-0.009765625
0.0,2,0.0029296875,0.001953125,0.00390625,0.0009765625,-0.03515625
0.0,2,0.0029296875,0.001953125,0.00390625,0.0009765625,0.0
0.0,2,0.01171875,0.009765625,0.013671875,0.001953125,-0.017578125
0.0,2,0.0,0.0,0.0,0.0,0.001953125
0.0,2,0.017578125,0.017578125,0.017578125,0.0,-0.009765625
0.0,2,0.0166015625,0.015625,0.017578125,0.0009765625,0.0
0.0,2,0.0068359375,0.00390625,0.009765625,0.0029296875,-0.0078125
0.0,2,0.015625,0.013671875,0.017578125,0.001953125,-0.009765625
0.0,2,0.001953125,0.0,0.00390625,0.001953125,-0.0390625
0.0,2,0.00390625,0.001953125,0.005859375,0.001953125,-0.0625
0.0,2,0.021484375,0.021484375,0.021484375,0.0,0.005859375
0.0,2,0.0068359375,0.00390625,0.009765625,0.0029296875,-0.025390625
0.0,2,0.013671875,0.01171875,0.015625,0.001953125,-0.01953125
0.0,2,0.0224609375,0.01953125,0.025390625,0.0029296875,-0.041015625
0.0,2,0.0048828125,0.00390625,0.005859375,0.0009765625,0.0078125
0.0,2,0.0068359375,0.005859375,0.0078125,0.0009765625,-0.04296875
0.0,2,0.0087890625,0.0078125,0.009765625,0.0009765625,-0.0078125
0.0,2,0.017578125,0.015625,0.01953125,0.001953125,-0.01953125
0.0,2,0.0078125,0.0078125,0.0078125,0.0,-0.005859375
0.0,2,0.0224609375,0.021484375,0.0234375,0.0009765625,-0.005859375
0.0,2,0.0009765625,0.0,0.001953125,0.0009765625,-0.009765625
0.0,2,0.0029296875,0.001953125,0.00390625,0.0009765625,-0.009765625
0.0,2,0.0087890625,0.0078125,0.009765625,0.0009765625,-0.013671875
0.0,2,0.00390625,0.001953125,0.005859375,0.001953125,0.013671875
0.0,2,0.0107421875,0.009765625,0.01171875,0.0009765625,-0.029296875
0.0,2,0.0029296875,0.001953125,0.00390625,0.0009765625,-0.013671875
0.0,2,0.013671875,0.01171875,0.015625,0.001953125,-0.025390625
0.0,2,0.0068359375,0.005859375,0.0078125,0.0009765625,-0.0390625
0.0,2,0.0107421875,0.009765625,0.01171875,0.0009765625,-0.00390625
0.0,2,0.0048828125,0.00390625,0.005859375,0.0009765625,-0.046875
0.0,2,0.00390625,0.001953125,0.005859375,0.001953125,-0.001953125
0.0,2,0.0087890625,0.0078125,0.009765625,0.0009765625,-0.025390625
0.0,2,0.0185546875,0.017578125,0.01953125,0.0009765625,-0.029296875
0.0,2,0.0068359375,0.005859375,0.0078125,0.0009765625,-0.009765625
0.0,2,0.009765625,0.0078125,0.01171875,0.001953125,-0.005859375
0.0,2,0.009765625,0.0078125,0.01171875,0.001953125,0.0
0.0,2,0.0126953125,0.01171875,0.013671875,0.0009765625,-0.00390625
0.0,2,0.0107421875,0.00390625,0.017578125,0.0068359375,0.00390625
0.0,2,0.0029296875,0.001953125,0.00390625,0.0009765625,0.00390625
0.0,2,0.0048828125,0.00390625,0.005859375,0.0009765625,-0.029296875
0.0,2,0.01171875,0.009765625,0.013671875,0.001953125,0.001953125
0.0,2,0.0009765625,0.0,0.001953125,0.0009765625,-0.04296875
0.0,2,0.0029296875,0.001953125,0.00390625,0.0009765625,-0.03125
0.0,2,0.0146484375,0.013671875,0.015625,0.0009765625,-0.021484375
0.0,2,0.0087890625,0.005859375,0.01171875,0.0029296875,-0.02734375
0.0,2,0.0029296875,0.001953125,0.00390625,0.0009765625,-0.048828125
0.0,2,0.013671875,0.013671875,0.013671875,0.0,-0.05859375
0.0,2,0.0107421875,0.009765625,0.01171875,0.0009765625,-0.03125
0.0,2,0.00390625,0.001953125,0.005859375,0.001953125,-0.0625
0.0,2,0.00390625,0.00390625,0.00390625,0.0,-0.041015625
0.0,2,0.00390625,0.00390625,0.00390625,0.0,-0.025390625
0.0,2,0.0126953125,0.01171875,0.013671875,0.0009765625,-0.021484375
0.0,2,0.0126953125,0.01171875,0.013671875,0.0009765625,-0.05078125
0.0,2,0.01171875,0.0078125,0.015625,0.00390625,-0.02734375
0.0,2,0.0048828125,0.00390625,0.005859375,0.0009765625,-0.01953125
0.0,2,0.00390625,0.001953125,0.005859375,0.001953125,-0.013671875
0.0,2,0.005859375,0.00390625,0.0078125,0.001953125,-0.037109375
0.0,2,0.01171875,0.01171875,0.01171875,0.0,-0.02734375
0.0,2,0.01171875,0.009765625,0.013671875,0.001953125,-0.00390625
0.0,2,0.001953125,0.0,0.00390625,0.001953125,-0.005859375
0.0,2,0.0078125,0.005859375,0.009765625,0.001953125,-0.044921875
0.0,2,0.0107421875,0.009765625,0.01171875,0.0009765625,0.01953125
0.0,2,0.01171875,0.01171875,0.01171875,0.0,0.0
0.0,2,0.009765625,0.009765625,0.009765625,0.0,-0.013671875
0.0,2,0.0029296875,0.001953125,0.00390625,0.0009765625,-0.041015625
0.0,2,0.0107421875,0.0078125,0.013671875,0.0029296875,-0.025390625
0.0,2,0.001953125,0.0,0.00390625,0.001953125,0.0078125
0.0,2,0.00390625,0.00390625,0.00390625,0.0,-0.00390625
0.0,2,0.0107421875,0.009765625,0.01171875,0.0009765625,-0.0234375
0.0,2,0.001953125,0.001953125,0.001953125,0.0,-0.046875
0.0,2,0.0126953125,0.01171875,0.013671875,0.0009765625,-0.021484375
0.0,2,0.00390625,0.001953125,0.005859375,0.001953125,-0.05078125
0.0,2,0.0078125,0.005859375,0.009765625,0.001953125,-0.0078125
0.0,2,0.0048828125,0.00390625,0.005859375,0.0009765625,-0.009765625
0.0,2,0.009765625,0.009765625,0.009765625,0.0,0.001953125
0.0,2,0.0029296875,0.001953125,0.00390625,0.0009765625,-0.037109375
0.0,2,0.005859375,0.00390625,0.0078125,0.001953125,-0.00390625
0.0,2,0.0009765625,0.0,0.001953125,0.0009765625,-0.037109375
0.0,2,0.0078125,0.0078125,0.0078125,0.0,-0.01953125
0.0,2,0.0029296875,0.001953125,0.00390625,0.0009765625,0.001953125
0.0,2,0.001953125,0.0,0.00390625,0.001953125,-0.021484375
0.0,2,0.005859375,0.00390625,0.0078125,0.001953125,-0.001953125
0.0,2,0.005859375,0.005859375,0.005859375,0.0,-0.005859375
0.0,2,0.0107421875,0.009765625,0.01171875,0.0009765625,-0.01171875
0.0,2,0.0048828125,0.00390625,0.005859375,0.0009765625,-0.03125
0.0,2,0.009765625,0.009765625,0.009765625,0.0,0.01171875
0.0,2,0.00390625,0.00390625,0.00390625,0.0,-0.044921875
0.0,2,0.0068359375,0.005859375,0.0078125,0.0009765625,-0.01171875
0.0,2,0.0068359375,0.005859375,0.0078125,0.0009765625,-0.015625
0.0,2,0.00390625,0.001953125,0.005859375,0.001953125,0.0078125
0.0,2,0.01171875,0.009765625,0.013671875,0.001953125,0.017578125
0.0,2,0.0009765625,0.0,0.001953125,0.0009765625,-0.021484375
0.0,2,0.0029296875,0.001953125,0.00390625,0.0009765625,0.009765625
0.0,2,0.0185546875,0.017578125,0.01953125,0.0009765625,-0.068359375
0.0,2,0.0048828125,0.00390625,0.005859375,0.0009765625,-0.0390625
0.0,2,0.0048828125,0.00390625,0.005859375,0.0009765625,-0.009765625
0.0,2,0.0068359375,0.00390625,0.009765625,0.0029296875,-0.009765625
0.0,2,0.015625,0.013671875,0.017578125,0.001953125,-0.0546875
0.0,2,0.0029296875,0.001953125,0.00390625,0.0009765625,-0.021484375
0.0,1,0.001953125,0.001953125,0.001953125,0.0,-0.029296875
0.0,2,0.009765625,0.0078125,0.01171875,0.001953125,-0.013671875
0.0,2,0.0234375,0.021484375,0.025390625,0.001953125,-0.0234375
0.0,2,0.0078125,0.005859375,0.009765625,0.001953125,-0.087890625
0.0,2,0.0068359375,0.005859375,0.0078125,0.0009765625,-0.041015625
0.0,2,0.0029296875,0.001953125,0.00390625,0.0009765625,-0.046875
0.0,2,0.0107421875,0.0078125,0.013671875,0.0029296875,0.0078125
0.0,2,0.0009765625,0.0,0.001953125,0.0009765625,-0.03515625
0.0,2,0.0029296875,0.001953125,0.00390625,0.0009765625,-0.0078125
0.0,2,0.0068359375,0.005859375,0.0078125,0.0009765625,-0.01953125
0.0,2,0.0029296875,0.001953125,0.00390625,0.0009765625,0.005859375
0.0,2,0.0009765625,0.0,0.001953125,0.0009765625,0.0
0.0,2,0.0146484375,0.013671875,0.015625,0.0009765625,-0.029296875
0.0,2,0.0048828125,0.00390625,0.005859375,0.0009765625,-0.013671875
0.0,2,0.0166015625,0.013671875,0.01953125,0.0029296875,-0.009765625
0.0,2,0.0029296875,0.001953125,0.00390625,0.0009765625,-0.0078125
0.0,2,0.0009765625,0.0,0.001953125,0.0009765625,-0.021484375
0.0,2,0.005859375,0.005859375,0.005859375,0.0,0.015625
0.0,2,0.0107421875,0.009765625,0.01171875,0.0009765625,0.005859375
0.0,2,0.009765625,0.0078125,0.01171875,0.001953125,-0.00390625
0.0,2,0.01171875,0.01171875,0.01171875,0.0,-0.029296875
0.0,2,0.001953125,0.001953125,0.001953125,0.0,0.00390625
0.0,2,0.0126953125,0.01171875,0.013671875,0.0009765625,-0.033203125
0.0,2,0.0009765625,0.0,0.001953125,0.0009765625,0.0
0.0,2,0.0107421875,0.009765625,0.01171875,0.0009765625,0.01953125
0.0,2,0.015625,0.015625,0.015625,0.0,-0.052734375
0.0,2,0.001953125,0.001953125,0.001953125,0.0,-0.015625
0.0,2,0.0048828125,0.00390625,0.005859375,0.0009765625,-0.068359375
0.0,2,0.0,0.0,0.0,0.0,-0.00390625
0.0,2,0.005859375,0.001953125,0.009765625,0.00390625,-0.0390625
0.0,1,0.01171875,0.01171875,0.01171875,0.0,-0.001953125
0.0,2,0.0068359375,0.005859375,0.0078125,0.0009765625,-0.009765625
0.0,2,0.0087890625,0.0078125,0.009765625,0.0009765625,-0.00390625
0.0,2,0.0107421875,0.009765625,0.01171875,0.0009765625,-0.052734375
0.0,2,0.0048828125,0.00390625,0.005859375,0.0009765625,-0.001953125
0.0,2,0.009765625,0.0078125,0.01171875,0.001953125,-0.015625
0.0,2,0.009765625,0.0078125,0.01171875,0.001953125,-0.0234375
0.0,2,0.0009765625,0.0,0.001953125,0.0009765625,-0.029296875
0.0,2,0.0087890625,0.00390625,0.013671875,0.0048828125,-0.046875
0.0,2,0.0048828125,0.00390625,0.005859375,0.0009765625,-0.03515625
0.0,2,0.0244140625,0.0234375,0.025390625,0.0009765625,-0.013671875
0.0,2,0.0166015625,0.013671875,0.01953125,0.0029296875,0.02734375
0.0,2,0.0029296875,0.0,0.005859375,0.0029296875,-0.0078125
0.0,2,0.0048828125,0.00390625,0.005859375,0.0009765625,-0.037109375
0.0,2,0.001953125,0.001953125,0.001953125,0.0,0.02734375
0.0,2,0.0048828125,0.00390625,0.005859375,0.0009765625,-0.029296875
0.0,2,0.005859375,0.00390625,0.0078125,0.001953125,0.0
0.0,2,0.0048828125,0.00390625,0.005859375,0.0009765625,0.00390625
0.0,2,0.013671875,0.01171875,0.015625,0.001953125,-0.009765625
0.0,2,0.0068359375,0.005859375,0.0078125,0.0009765625,-0.052734375
0.0,2,0.0029296875,0.001953125,0.00390625,0.0009765625,0.037109375
0.0,2,0.0087890625,0.0078125,0.009765625,0.0009765625,-0.013671875
0.0,2,0.0029296875,0.0,0.005859375,0.0029296875,0.033203125
0.0,2,0.009765625,0.0078125,0.01171875,0.001953125,-0.015625
0.0,2,0.00390625,0.0,0.0078125,0.00390625,-0.048828125
0.0,2,0.005859375,0.00390625,0.0078125,0.001953125,-0.0234375
0.0,2,0.00390625,0.00390625,0.00390625,0.0,-0.005859375
0.0,2,0.0185546875,0.017578125,0.01953125,0.0009765625,-0.005859375
0.0,2,0.0068359375,0.005859375,0.0078125,0.0009765625,-0.001953125
0.0,2,0.001953125,0.001953125,0.001953125,0.0,-0.01171875
0.0,2,0.0029296875,0.001953125,0.00390625,0.0009765625,0.013671875
0.0,2,0.0029296875,0.001953125,0.00390625,0.0009765625,-0.005859375
0.0,2,0.001953125,0.0,0.00390625,0.001953125,-0.046875
0.0,2,0.00390625,0.00390625,0.00390625,0.0,-0.015625
0.0,2,0.0029296875,0.001953125,0.00390625,0.0009765625,0.013671875
0.0,2,0.01171875,0.009765625,0.013671875,0.001953125,-0.05859375
0.0,2,0.0029296875,0.001953125,0.00390625,0.0009765625,-0.017578125
0.0,2,0.013671875,0.01171875,0.015625,0.001953125,0.005859375
0.0,2,0.005859375,0.00390625,0.0078125,0.001953125,-0.029296875
0.0,2,0.005859375,0.00390625,0.0078125,0.001953125,-0.029296875
0.0,2,0.0078125,0.005859375,0.009765625,0.001953125,-0.013671875
0.0,2,0.005859375,0.001953125,0.009765625,0.00390625,0.017578125
0.0,2,0.0087890625,0.0078125,0.009765625,0.0009765625,-0.033203125
0.0,2,0.0126953125,0.01171875,0.013671875,0.0009765625,-0.015625
0.0,2,0.0107421875,0.009765625,0.01171875,0.0009765625,-0.037109375
0.0,2,0.0009765625,0.0,0.001953125,0.0009765625,-0.060546875
0.0,2,0.0107421875,0.009765625,0.01171875,0.0009765625,-0.029296875
0.0,2,0.0009765625,0.0,0.001953125,0.0009765625,-0.0390625
0.0,2,0.0126953125,0.01171875,0.013671875,0.0009765625,-0.037109375
0.0,2,0.00390625,0.00390625,0.00390625,0.0,-0.0390625
0.0,2,0.01171875,0.01171875,0.01171875,0.0,-0.025390625
0.0,2,0.0126953125,0.01171875,0.013671875,0.0009765625,-0.046875
0.0,2,0.0107421875,0.009765625,0.01171875,0.0009765625,-0.01953125
0.0,2,0.009765625,0.009765625,0.009765625,0.0,-0.056640625
0.0,2,0.0146484375,0.013671875,0.015625,0.0009765625,0.00390625
0.0,2,0.0107421875,0.009765625,0.01171875,0.0009765625,-0.0390625
0.0,2,0.0068359375,0.005859375,0.0078125,0.0009765625,-0.03515625
0.0,2,0.0009765625,0.0,0.001953125,0.0009765625,-0.046875
0.0,2,0.0029296875,0.001953125,0.00390625,0.0009765625,-0.06640625
0.0,2,0.0048828125,0.001953125,0.0078125,0.0029296875,-0.064453125
0.0,2,0.017578125,0.017578125,0.017578125,0.0,0.015625
0.0,2,0.0087890625,0.0078125,0.009765625,0.0009765625,-0.021484375
0.0,2,0.0068359375,0.005859375,0.0078125,0.0009765625,-0.017578125
0.0,2,0.013671875,0.009765625,0.017578125,0.00390625,-0.03125
0.0,2,0.0107421875,0.0078125,0.013671875,0.0029296875,-0.01171875
0.0,2,0.00390625,0.001953125,0.005859375,0.001953125,-0.013671875
0.0,2,0.0029296875,0.001953125,0.00390625,0.0009765625,-0.021484375
0.0,2,0.0048828125,0.00390625,0.005859375,0.0009765625,-0.03125
0.0,2,0.005859375,0.00390625,0.0078125,0.001953125,-0.009765625
0.0,2,0.005859375,0.00390625,0.0078125,0.001953125,-0.013671875
0.0,2,0.0009765625,0.0,0.001953125,0.0009765625,-0.02734375
0.0,2,0.0048828125,0.00390625,0.005859375,0.0009765625,-0.03125
0.0,2,0.0029296875,0.001953125,0.00390625,0.0009765625,-0.037109375
0.0,2,0.017578125,0.017578125,0.017578125,0.0,-0.005859375
0.0,2,0.02734375,0.025390625,0.029296875,0.001953125,-0.0234375
0.0,2,0.00390625,0.0,0.0078125,0.00390625,-0.0078125
0.0,2,0.0068359375,0.005859375,0.0078125,0.0009765625,0.001953125
0.0,2,0.01171875,0.009765625,0.013671875,0.001953125,-0.037109375
0.0,2,0.001953125,0.001953125,0.001953125,0.0,-0.01171875
0.0,2,0.0078125,0.005859375,0.009765625,0.001953125,-0.01953125
0.0,2,0.009765625,0.005859375,0.013671875,0.00390625,-0.041015625
